Time [s],X [°/s],Y [°/s],Z [°/s]
191.4395,-0.6103609,-161.3794,25.63516
191.44075,0.2441444,-166.3844,27.10002
191.442,-0.7324331,-161.0132,27.71038
191.44325,-1.220722,-159.5483,27.2221
191.4445,-1.831083,-156.8627,27.71038
191.44575,-1.342794,-161.9898,27.71038
191.447,-1.09865,-166.1402,27.58831
191.448,-1.586938,-166.6285,27.58831
191.44925,-2.319371,-160.2808,27.83246
191.4505,-2.441443,-157.5952,28.56489
191.45175,-0.9765774,-157.1069,29.05318
191.453,-2.319371,-160.7691,27.83246
191.45425,-1.586938,-162.7222,29.05318
191.4555,-2.929732,-163.4546,28.44282
191.45675,-3.662165,-157.9614,29.66354
191.458,-1.70901,-163.8209,30.2739
191.459,-1.342794,-165.8961,29.78561
191.46025,-3.418021,-163.6988,29.54147
191.4615,-2.441443,-162.6001,30.02975
191.46275,-1.464866,-163.8209,30.15183
191.464,-2.197299,-165.6519,29.90768
191.465,-1.220722,-166.6285,30.64012
191.46625,-1.953155,-166.7506,31.37255
191.4675,-3.051804,-160.647,30.76219
191.46875,-3.051804,-160.2808,29.78561
191.47,-2.319371,-163.4546,29.66354
191.47125,-2.685588,-166.1402,30.88426
191.4725,-2.441443,-165.0416,31.25048
191.47375,-3.418021,-159.1821,31.61669
191.475,-3.662165,-158.2055,32.22705
191.476,-3.662165,-164.5533,31.73877
191.47725,-2.441443,-161.6236,31.1284
191.4785,-2.075227,-157.1069,31.98291
191.47975,-2.319371,-161.5015,31.1284
191.481,-2.80766,-165.0416,32.10498
191.482,-4.272526,-156.6186,32.10498
191.48325,-3.784237,-159.9146,32.22705
191.4845,-2.80766,-160.4028,32.4712
191.48575,-2.929732,-156.1303,32.4712
191.487,-4.028382,-156.0082,32.22705
191.48825,-4.272526,-159.9146,32.34912
191.4895,-4.272526,-161.3794,31.86084
191.49075,-4.028382,-157.351,32.95949
191.492,-4.150454,-157.4731,32.59327
191.493,-5.127031,-165.8961,32.10498
191.49425,-4.760815,-168.0934,32.59327
191.4955,-4.028382,-166.1402,32.71534
191.49675,-3.662165,-164.6754,32.59327
191.498,-5.127031,-166.6285,33.20363
191.49925,-5.61532,-157.8393,33.81399
191.5005,-3.418021,-160.2808,32.59327
191.50175,-3.295949,-171.2673,31.86084
191.503,-5.127031,-169.3141,31.61669
191.504,-5.004959,-161.2573,32.22705
191.50525,-3.295949,-169.6803,32.10498
191.5065,-5.127031,-169.8024,32.59327
191.50775,-4.760815,-160.5249,31.49462
191.509,-4.882887,-161.5015,31.1284
191.51,-4.028382,-170.1686,30.76219
191.51125,-4.882887,-173.0983,30.88426
191.5125,-4.760815,-166.9947,30.64012
191.51375,-4.028382,-171.6335,31.25048
191.515,-5.859465,-169.8024,30.39597
191.51625,-5.493248,-165.6519,29.41939
191.5175,-5.127031,-161.8677,29.78561
191.51875,-5.127031,-167.483,29.41939
191.52,-6.591897,-160.0366,29.05318
191.521,-3.418021,-163.5767,28.68696
191.52225,-4.028382,-171.9997,27.58831
191.5235,-3.662165,-167.3609,26.73381
191.52475,-4.028382,-167.6051,26.24552
191.526,-4.394598,-166.5065,26.24552
191.527,-4.028382,-166.5065,26.00137
191.52825,-3.295949,-165.8961,25.63516
191.5295,-3.784237,-160.5249,25.0248
191.53075,-2.80766,-162.1118,24.04822
191.532,-2.685588,-166.7506,22.58335
191.53325,-2.563516,-162.7222,23.07164
191.5345,-2.075227,-166.7506,22.33921
191.53575,-2.319371,-166.9947,22.21714
191.537,-1.831083,-166.5065,21.85092
191.538,-1.464866,-165.1637,20.75227
191.53925,-2.563516,-163.4546,20.14191
191.5405,-1.342794,-168.2155,19.53155
191.54175,-1.70901,-168.5817,18.92119
191.543,-1.586938,-166.8727,19.65362
191.54425,-0.7324331,-166.6285,18.55497
