Time [s],X [°/s],Y [°/s],Z [°/s]
23.0425,-3.90631,-0.9765774,5.004959
23.04375,-4.638742,-0.3662165,4.638742
23.045,-5.127031,0,4.882887
23.046,-5.737392,0.2441444,4.760815
23.04725,-4.760815,-0.1220722,5.127031
23.0485,-6.103609,0.6103609,4.760815
23.04975,-6.591897,0,5.249104
23.051,-6.958114,0,4.516671
23.05225,-7.568475,1.586938,5.493248
23.0535,-8.056764,1.342794,5.004959
23.05475,-8.056764,1.09865,5.004959
23.056,-8.300908,1.464866,4.394598
23.057,-8.545053,1.09865,5.61532
23.05825,-9.033341,0.9765774,6.103609
23.0595,-9.155413,1.09865,5.859465
23.06075,-8.667125,1.586938,7.32433
23.062,-8.789197,1.70901,6.836042
23.06325,-8.789197,1.220722,5.61532
23.0645,-10.13199,2.441443,6.347753
23.06575,-9.399557,2.929732,6.958114
23.067,-9.765774,3.173877,7.446403
23.068,-9.155413,2.075227,7.568475
23.06925,-10.74235,2.685588,7.32433
23.0705,-10.74235,3.662165,7.32433
23.07175,-10.37613,3.295949,7.446403
23.073,-11.96307,2.075227,7.934691
23.074,-11.59686,2.441443,9.399557
23.07525,-11.23064,2.075227,9.277485
23.0765,-10.86442,1.342794,8.911269
23.07775,-11.59686,3.295949,9.155413
23.079,-11.35271,3.662165,9.765774
23.08025,-11.59686,3.540093,10.00992
23.0815,-12.32929,3.662165,10.74235
23.08275,-13.18379,3.173877,11.10857
23.084,-13.06172,3.173877,11.10857
23.085,-11.35271,3.418021,11.10857
23.08625,-11.59686,4.394598,11.47478
23.0875,-11.96307,3.662165,11.59686
23.08875,-12.57343,3.90631,11.23064
23.09,-13.06172,3.540093,12.45136
23.09125,-13.55001,5.371176,13.06172
23.0925,-13.55001,4.638742,12.69551
23.09375,-13.42794,5.371176,11.71893
23.095,-12.69551,5.737392,12.45136
23.096,-13.06172,5.859465,12.93965
23.09725,-13.42794,6.469825,14.0383
23.0985,-14.64866,7.080186,13.67208
23.09975,-15.01488,7.080186,12.93965
23.101,-15.99146,8.300908,12.81758
23.102,-13.55001,6.958114,13.06172
23.10325,-14.52659,8.056764,13.30587
23.1045,-14.40452,8.911269,14.28244
23.10575,-15.86938,9.765774,14.64866
23.107,-15.13695,9.521629,13.91623
23.10825,-16.84596,9.521629,13.55001
23.1095,-15.62524,9.277485,14.77073
23.11075,-15.74731,10.13199,15.01488
23.112,-14.0383,9.521629,14.16037
23.113,-15.38109,10.25406,15.99146
23.11425,-16.11353,10.37613,15.86938
23.1155,-15.50317,10.49821,15.50317
23.11675,-16.47974,10.13199,15.25902
23.118,-17.70047,10.9865,15.25902
23.11925,-16.84596,10.9865,16.2356
23.1205,-16.60182,11.47478,16.96803
23.12175,-16.2356,11.23064,16.72389
23.123,-16.2356,11.35271,15.99146
23.124,-16.47974,11.71893,16.47974
23.12525,-16.96803,11.47478,18.18876
23.1265,-16.72389,11.71893,18.67704
23.12775,-16.47974,11.35271,19.77569
23.129,-17.57839,12.32929,19.89776
23.13025,-17.21218,12.08514,20.75227
23.1315,-16.96803,11.71893,22.21714
23.13275,-18.31083,12.32929,22.94957
23.134,-17.94461,11.59686,24.90272
23.135,-17.82254,12.20722,25.0248
23.13625,-16.60182,11.35271,26.48966
23.1375,-15.86938,11.96307,28.56489
23.13875,-16.35767,11.841,29.17525
23.14,-16.84596,11.47478,30.15183
23.141,-16.11353,10.62028,31.25048
23.14225,-15.13695,10.37613,31.37255
23.1435,-14.40452,10.00992,31.98291
23.14475,-15.74731,11.35271,34.18021
23.146,-14.40452,10.37613,34.18021
23.14725,-14.89281,9.643702,35.64508
23.1485,-14.16037,9.765774,37.10994
23.14975,-14.16037,10.62028,37.23201
23.151,-14.89281,9.887846,37.84237
23.152,-13.42794,10.25406,39.0631
23.15325,-12.20722,10.49821,39.67346
23.1545,-13.18379,10.37613,40.40589
23.15575,-12.20722,10.37613,40.16175
23.157,-13.06172,11.47478,40.65004
23.15825,-11.841,10.74235,42.1149
23.1595,-11.10857,12.08514,42.48112
23.16075,-12.20722,14.0383,42.60319
23.162,-12.08514,13.42794,42.96941
23.163,-11.71893,13.42794,41.62661
23.16425,-10.25406,14.64866,42.60319
23.1655,-9.643702,16.72389,43.57977
23.16675,-9.521629,16.84596,42.23697
23.168,-8.667125,17.33425,41.62661
23.169,-8.056764,17.94461,40.89418
23.17025,-7.080186,19.65362,40.89418
23.1715,-8.300908,20.99641,40.40589
23.17275,-8.056764,22.46128,39.18517
23.174,-6.347753,22.70543,37.59823
23.17525,-5.737392,24.04822,37.7203
23.1765,-5.61532,25.39101,35.76715
23.17775,-4.638742,27.10002,34.6685
23.179,-5.127031,28.9311,34.30228
23.18,-3.418021,30.02975,32.71534
23.18125,-2.075227,32.22705,30.76219
23.1825,-3.662165,35.523,30.88426
23.18375,-0.7324331,36.62165,29.66354
23.185,0.6103609,38.45274,28.56489
23.18625,0.6103609,40.89418,27.58831
23.1875,2.075227,42.60319,26.48966
23.18875,2.441443,43.70184,26.24552
23.19,4.882887,44.3122,26.61173
23.191,5.493248,45.53292,25.26894
23.19225,5.859465,48.09644,23.55993
23.1935,7.202258,48.95094,23.92615
23.19475,9.277485,49.68338,23.43786
23.196,11.23064,50.9041,23.19371
23.197,10.86442,53.58968,22.70543
23.19825,11.59686,54.20005,23.682
23.1995,12.93965,55.54284,23.31579
23.20075,14.0383,56.51942,23.31579
23.202,15.62524,57.86221,24.04822
23.20325,16.11353,59.44915,24.41443
23.2045,16.47974,60.91402,24.90272
23.20575,16.35767,63.11131,25.14687
23.207,17.94461,62.50095,24.17029
23.208,17.45632,63.72168,23.92615
23.20925,17.33425,64.82033,24.41443
23.2105,17.94461,64.9424,25.26894
23.21175,19.16533,65.18654,25.51308
23.213,19.04326,64.9424,25.51308
23.21425,17.82254,67.50591,26.00137
23.2155,17.21218,66.89555,25.63516
23.21675,19.53155,65.91898,26.97795
23.218,18.79911,67.26177,27.71038
23.219,18.55497,68.48249,29.17525
23.22025,18.79911,68.60456,31.37255
23.2215,20.87434,67.9942,32.34912
23.22275,21.11849,67.87213,32.4712
23.224,20.75227,69.337,32.95949
23.22525,21.36263,68.97078,33.93607
23.2265,23.31579,67.9942,35.27886
23.22775,22.58335,69.45907,36.49958
23.229,23.43786,69.09285,38.20859
23.23,24.65858,69.21492,39.18517
23.23125,24.65858,69.45907,39.42931
23.2325,26.85588,69.337,40.28382
23.23375,25.63516,69.94736,41.74868
23.235,26.73381,70.06943,42.1149
23.236,26.48966,69.58114,42.84733
23.23725,26.00137,69.82529,42.84733
23.2385,26.61173,70.06943,42.72526
23.23975,26.97795,69.82529,43.21355
23.241,27.2221,68.97078,43.09148
23.24225,26.73381,69.45907,43.21355
23.2435,26.61173,69.09285,43.21355
23.24475,25.63516,69.58114,42.60319
23.246,26.85588,68.11627,42.96941
23.247,26.24552,67.50591,42.72526
23.24825,25.0248,67.62798,41.38247
23.2495,24.90272,66.16312,41.38247
23.25075,24.17029,66.28519,40.65004
